s.no,Source,Date,Headline,News_body,Link
160,KRISHI JAGRAN,10-01-2023,Komal Rice: All You Need to Know About The Magical Rice of Assam,"Are you in search of a new and flavorful way to add nutrition to your meals? Look no further than Komal rice, a type of aromatic rice that is native to the Assam region of India and widely used in Indian cuisine. Known for its distinct flavor and fragrance, Komal rice is a popular choice for traditional dishes like biryani and pulao. In this article, we will delve into the various health benefits of Komal rice and how it can be easily incorporated into your daily meals. So, if you want to add some flavor and nutrition to your meals, keep reading to learn more about thisrice variety. One of the unique characteristics of Komal rice is that it can be cooked using a method called ""soaking."" To prepare Komal rice using this method, you simply need to rinse the rice and then soak it in water for a few minutes. After soaking, the rice can be drained and used in a variety of dishes. This method of cooking Komal rice results in a soft, fluffy texture and allows the rice to retain more of its nutrients and flavor compared to other cooking methods. What really sets Komal rice apart is its farming methods.",https://krishijagran.com/health-lifestyle/komal-rice-all-you-need-to-know-about-the-magical-rice-of-assam/
161,KRISHI JAGRAN,09-06-2020,Two New Technologies to Boost Rice Production and Conserve Natural Resources,"Paddy (Oryza Sativa) is associated with wet, humid climate. It is best suited to regions which have high humidity, prolonged sunshine and an assured supply of water. Perennial wild rice still grows in Assam and Nepal. In India, paddy cultivation extends from 8 to35ºN latitude and the average temperature required throughout the life period of the crop ranges from 21 to 37ºC. Paddy (Oryza Sativa)is associated with wet, humid climate. It is best suited to regions which have high humidity, prolonged sunshine and an assured supply of water. Perennial wild rice still grows in Assam and Nepal. In India, paddy cultivation extends from 8 to35ºN latitude and the average temperature required throughout the life period of the crop ranges from 21 to 37ºC.",https://krishijagran.com/news/two-new-technologies-to-boost-rice-production-and-conserve-natural-resources/
162,KRISHI JAGRAN,05-03-2021,Assam’s Red Rice exported to United States for the first time,"The very first shipment of red rice, produced in Assam, was delivered from India to the United States on Thursday. The very first shipment of red rice, produced in Assam, was delivered from India to the United States on Thursday. The expanded fares of the iron rich ""red rice"", a;so known as ""Bao-dhaan"", would improve livelihoods of cultivating groups of the Brahmaputra flood plains, a release distributed by the Commerce and Industry Ministry expressed. The red rice, which is developed without the utilization of synthetic composts, is being sourced by LT Foods, the release added. India is likely to miss its target for sugar exports this year due to a late start to shipments &… Uttar Pradesh: Good news for UP farmers. UP government has started the registration of farmers to sell wheat at MSP.… The hailing off function of the export transfers was done by Apeda Chairman M Angamuthu at Sonepat, Haryana. ""Apeda has been advancing export of rice through joint efforts with different partners in the value chains. The public authority had set up the Rice Export Promotion Forum (REPF), under the umbrella of Apeda which has associations from the rice industry, export markets, and rice creating States including Haryana, Bengal, UP, Andhra Pradesh, Punjab, Assam, Telangana, Odisha and Chhattisgarh.",https://krishijagran.com/agriculture-world/assam-s-red-rice-exported-to-united-states-for-the-first-time/
163,KRISHI JAGRAN,04-10-2021,Assam Agribusiness & Rural Transformation Project Promotes ‘Joha’ Rice Variety,"The World Bank financed Assam Agribusiness and Rural Transformation Project (APART) is promoting Premium Quality Rice (PQR) particularly the Joha through market led demonstrations. This is supported by Best Management Practices (BMPs) and technical advisory of International Rice Research Institute. Through market-led demonstrations, the World Bank-financedAssam Agribusiness and Rural Transformation Project (APART) is promotingPremium Quality Rice (PQR), particularlyJoha. This is supported by International Rice Research Institute'sBest Management Practices (BMPs)and technical advisory. TheDepartment of AgricultureandAssam Agricultural University (AAU)are carrying out the demonstrations using a scientificPackage of Practices (PoP). Joha rice is harvested during the Sali/ Kharif season. This includes major Joha cultivars such asKola Joha, Keteki Joha, Bokul Joha, and Kunkuni Joha. According to APART, the project distributesseeds, fertiliser, and need-based pesticides to beneficiary farmers through integratedcrop management demonstrationsand learning centre demonstrations, however only seed is delivered to farmers in mini kits.",https://krishijagran.com/agriculture-world/assam-agribusiness-rural-transformation-project-promotes-joha-rice-variety/
164,KRISHI JAGRAN,28-04-2022,"System of Rice Intensification (SRI): Practices, Varieties, and Seed Treatment","Rice is widely assumed to be an aquatic plant that thrives in standing water. Rice is not an aquatic plant; it can survive in water but not thrive in low oxygen environments (hypoxia). Under constant flooding, rice plants spend a lot of energy developing air pockets (aerenchyma tissue) in their roots. During the flowering phase, over 70% of rice root tips deteriorate. Rice is widely assumed to be an aquatic plant that thrives in standing water. Rice is not an aquatic plant; it can survive in water but not thrive in low oxygen environments (hypoxia). Under constant flooding, rice plants spend a lot of energy developing air pockets (aerenchyma tissue) in their roots. During the flowering phase, over 70% of rice root tips deteriorate.",https://krishijagran.com/agripedia/system-of-rice-intensification-sri-practices-varieties-and-seed-treatment/
165,KRISHI JAGRAN,11-01-2022,Assam To Amend Middlemen System Causing Loss to Rice Growers,"Assam Chief Minister Himanta Sarma: the bulk of the paddy grown in the state is acquired through middlemen due to a lack of a proper procurement process and dedicated efforts Assam Chief Minister Himanta Biswa Sarma said on Monday that the majority of paddy grown in the state is bought by middlemen, depriving farmers of a fair price, owing to a lack of a good procurement process and dedicated efforts. He stated that the state administration, to eliminate themiddlemen system, has decided to put a stop to such a scenario so that farmers may profit economically. The Assam government will hold special 'Gaon Sabhas' all across the state on January 16 to educate farmers about the paddy procurement drive and to accelerate the process, he stated while having a conversation with Deputy Commissioners, Circle Officers of the districts, and agricultural officers via video conference from Janata Bhawan, the state government headquarters. The Chief Minister stated that due to the committed efforts of the state authority, the central government, and many other government agencies, along with the Food Corporation of India, 10 lakh MT of paddy will be procured from producers at a minimum price of Rs 1,940 per quintal. In Assam, rice is the most significant crop. It covers 2.54 million ha of the state's gross cropped area of… He stated that the state government is ready to conduct paddy procurement in a mission mode and has announced 194 paddy procurement sites in the state, from which 166 have been opened. He further stated that meeting the purchase objective will substantially assist farmers while also infusing over Rs 2,000 crore into the state economy. The Chief Minister directed the establishment of a standing committee comprised of the Principal Secretaries of Food, Civil Supplies and Consumer Affairs, Agriculture, and Revenue Departments to advise DCs and other authorities and resolve any concerns withpaddy procurement.",https://krishijagran.com/news/assam-to-amend-middlemen-system-causing-loss-to-rice-growers/
166,KRISHI JAGRAN,23-06-2021,Rice Cultivation in Assam - A Complete Guide,"In Assam, rice is the most significant crop. It covers 2.54 million ha of the state's gross cropped area of 4.16 million ha and accounts for 96% of the state's total food grain production. In Assam, rice is the most significant crop. It covers 2.54 million ha of the state's gross cropped area of 4.16 million ha and accounts for 96% of the state's total food grain production. Assam is well-known for its extensive rice genetic diversity. Rice cultivation under a variety of agroecological settings has resulted in the formation of a variety of strains with specialized adaptations over time, thanks to natural selection and farmers' discretion. The state's physical characteristics, geographical position, and historical reality have resulted in ethnic mobility and immigration, which has resulted in the introduction of several types of rice genetic stock over time. The state has three rice-growing seasons due to agro-climatic variance, seasonal variations in temperature and rainfall, and agriculture's reliance on natural precipitation.",https://krishijagran.com/agripedia/rice-cultivation-in-assam-a-complete-guide/
167,Akashwani,04/26/2025,Union Minister Giriraj Singh inaugurates newly built Jute Bailers’ Association hall at Kolkata Jute House,"Union Minister of Textiles Giriraj Singh inaugurated the newly built Jute Bailers’ Association hall at the Kolkata Jute House on Saturday. Referring to the renovation of the 170-year-old heritage building, Shri Singh said, this building is part of the glorious jute industry in India. On the sidelines of the function, he interacted with the members of the association and was apprised of various issues related to this industry.",https://www.newsonair.gov.in/union-minister-giriraj-singh-inaugurates-newly-built-jute-bailers-association-hall-at-kolkata-jute-house/
168,Akashwani,01/22/2025,Govt decides to increase MSP by Rs 315 for raw jute; decision will benefit 40 lakh families,"The government has decided to increase the Minimum Support Price of raw Jute for marketing season 2025-26. Briefing media in New Delhi today about the Cabinet decisions, Union Commerce and Industry Minister Piyush Goyal said, MSP of five thousand 650 rupees per quintal for raw jute will be provided which is 315 rupees more in comparison to the previous marketing season 2024-25. He said, this would help 40 lakh families, who are engaged in the production of raw jute.
 The Minister informed that the Union Cabinet reviewed the progress achieved under the National Health Mission. He added that the Union Cabinet has cleared the continuation of the mission for another two years as decided earlier. In 2021, the Union Cabinet extended the implementation of the National Health Mission for five years till 2026.
 The National Health Mission has driven substantial progress in multiple areas, including maternal and child health, disease elimination, and healthcare infrastructure in the last three years.
 National Health Mission has engaged over 12 lakh additional healthcare workers between the financial years 2021 and 2024. Around 220 crore COVID-19 vaccine doses were administered nationwide under this mission. The Maternal Mortality Ratio has declined by 83 percent since 1990, which is higher than the global decline of 45 percent. Tuberculosis incidence has been reduced from 237 per 1 lakh population in 2015 to 195 in 2023, and the TB mortality rate decreased from 28 to 22 in the same period. India achieved 97.98 percent coverage in the measles and rubella vaccination campaign. Under this mission, several new initiatives including National Sickle Cell Anaemia Elimination Mission were also undertaken.",https://www.newsonair.gov.in/govt-decides-to-increase-msp-by-rs-314-for-raw-jute-4decision-will-benefit-40-lakh-farm-families/
169,Akashwani,03-11-2025,Textiles Committee organizes awareness workshop on Jute Mark India Scheme in Mumbai,"Textiles Committee, under the Union Ministry of Textiles, organized an awareness workshop under the Jute Mark India (JMI) Scheme, in Mumbai yesterday. This workshop was designed to equip the artisans, Self Help Group, Jute Diversified Product manufacturers, responsible Citizens and other stakeholders with detailed knowledge of the JMI scheme and to ensure the safeguarding of the interests of grassroots-level stakeholders in the jute industry.
 Maharashtra Minister of Textiles Sanjay Waman Sawakare emphasized quality improvement and promotion of Jute products, among others.",https://www.newsonair.gov.in/textiles-committee-organizes-awareness-workshop-on-jute-mark-india-scheme-in-mumbai/
170,Akashwani,08-12-2025,India imposes port restriction on certain jute based goods imports from Bangladesh,"The government has imposed new restrictions on imports of certain jute-based products from Bangladesh. A notification issued by the Directorate General of Foreign Trade (DGFT) yesterday stated that items such as jute fabrics, twine, ropes, and bags can now enter India only through the Nhava Sheva Seaport in Maharashtra, effective immediately.
 Imports via land ports along the India-Bangladesh border are now prohibited. The move, under the Foreign Trade Act, 1992, follows earlier trade measures from May and June 2025. Such steps often aim at quality control or protecting domestic industry.
 Meanwhile, the notification clarifies that all other terms and conditions of the previous order dated June 27, 2025, will remain unchanged.",https://www.newsonair.gov.in/india-restricts-jute-imports-from-bangladesh-to-nhava-sheva-seaport-only/
171,Akashwani,08/13/2025,India bans imports of jute products and ropes from Bangladesh through land routes with immediate effect,"India has banned imports of certain jute products and ropes from Bangladesh through all land routes with immediate effect.
 A notification issued by the Directorate General of Foreign Trade (DGFT) stated that items such as jute fabrics, twine, ropes, and bags can now enter India only through the Nhava Sheva Seaport in Maharashtra.
 The move is aimed at quality control or protection of domestic industry. The banned products include bleached and unbleached woven fabrics of Jute or of other textile bast fibre; twine, cordage, rope of jute; and sacks and bags of jute. Imports of these products from Bangladesh will not be allowed from any land port on the India-Bangladesh Border.
 Earlier on June 27, India prohibited imports of jute products and woven fabrics from Bangladesh through all land routes. Those imports are, however, allowed only through Nhava Sheva seaport in Maharashtra.",https://www.newsonair.gov.in/india-bans-imports-of-jute-products-and-ropes-from-bangladesh-through-land-routes-with-immediate-effect/
172,Akashwani,09-05-2025,Giriraj Singh Highlights Potential of Jute-Fibre Blends to Boost Exports and Fashion,"In West Bengal, Union Textile Minister Giriraj Singh today emphasized on requirement of innovation and technological changes in the jute industry.
 At an Indian Jute Industries Research Association’s function in Kolkata, the Minister stressed on the importance of Jute Industries in the Indian Economy. He said mixing jute fibre with other allied fibres has the possibility to incredibly increase exports in this field and to promote new-age fashion.
 The Minister emphasized the importance of the development of natural fibres to fulfil the need for sustainable development by 2030. He also highlighted the need for research in the field of bamboo and sesame.",https://www.newsonair.gov.in/giriraj-singh-highlights-potential-of-jute-fibre-blends-to-boost-exports-and-fashion/
173,Akashwani,04/20/2026,"Govt reduces Jute Stock Limits for Raw Jute Traders, Balers to zero","The government has reduced Jute Stock Limits for Raw Jute Traders and Balers to zero. The stock limits have been revised to ensure fair distribution and prevent hoarding or speculative practices.
 Under the revised rates, the stock limits for raw jute balers with baling press on premises and registered with Jute Commissioner’s Office and other stockists will now be Nil. The Ministry of Textiles informed that raw jute traders and balers will sell entirety of their stock to jute mills.
 The Ministry further informed that all stocking entities are required to declare and update jute stock positions fortnightly on the Jute SMART portal.
 It added that entities holding stocks exceeding the prescribed limits must sell holdings by 5th of next month and physically deliver the stocks to consignees by 15th of next month.
 The Textiles Ministry also underlined that these measures are intended to stabilise jute supply and support the interests of farmers, manufacturers, and consumers nationwide.",https://www.newsonair.gov.in/govt-reduces-jute-stock-limits-for-raw-jute-traders-balers-to-zero/
174,Akashwani,09-02-2023,Gujarat records significant rise in coconut production,"Gujarat has recorded a significant rise in coconut production. Nearly 4,500 hectares of land was added to coconut cultivation in the State over the past decade. The State government has launched the Gujarat Coconut Development Programme with a dedicated budgetary allocation to accelerate coconut production in the State.
 Akashvani Correspondent report:
 With the longest coastline in the country, Gujarat has recorded a significant increase in both production and cultivation of coconuts over a decade. In 2012-13, the State had around 21 thousand hectares of land dedicated to coconut cultivation, which has escalated to over 25 thousand hectares as of 2022-23. The State Director of Horticulture P.M Vaghasia, said with various initiatives and schemes, the government is providing financial assistance to coconut cultivating farmers. At present, over 21 crore riped coconuts are being produced in the State.
 He also added that 33 per cent of total coconut production in the state is exported to Northern States including Delhi, Uttar Pradesh, and Madhya Pradesh.",https://www.newsonair.gov.in/gujarat-records-significant-rise-in-coconut-production/
175,Akashwani,09-02-2024,Coconut cultivation area increases by 4900 hectares in Gujarat,"In Gujarat, the coconut cultivation area has increased by 4900 hectares in the last decade.
 On World Coconut Day, the State Agriculture Minister Raghavji Patel said there has been a consistent rise in the production and cultivation of Coconut in Gujarat. The state’s annual production of coconuts is more than 23.60 crore units. He said the state government has allocated Rs. 438 lakhs for the ‘Gujarat Coconut Development Programme’, in the current budget.
 The minister said the farmers producing coconuts also get assistance up to Rs. 42,500 from the state government. He also added that 33 percent of the coconut production is exported from Gujarat to various states like Delhi, Punjab, Haryana and Madhya Pradesh",https://www.newsonair.gov.in/coconut-cultivation-area-increases-by-4900-hectares-in-gujarat/
176,Akashwani,09-02-2025,World Coconut Day: Kerala’s Coconut Development Board Announces Increased Financial Aid for Farmers,"On the occasion of World Coconut Day today, the Coconut Development Board in Kerala has announced a significant increase in the financial aid for coconut farmers. The board has said that it will produce 2.5 lakh coconut saplings this year, providing 50 per cent financial aid for farmers. Financial aid for sapling is increased to rupees 45 from the present four rupees. Replanting aid is also increased to rupees 350 from rupees 40. Coconut technology mission aid is increased sixfold.
 World Coconut Day is celebrated annually on the 2nd of September to raise awareness about the benefits of coconuts and promote the coconut industry. Established by the International Coconut Community (ICC) in 2009, the day marks the foundation day of the organisation, which is an intergovernmental organisation of coconut-growing countries established under the aegis of the United Nations Economic and Social Commission for Asia and the Pacific( UNESCAP) in 1969. India is a founder member of the International Coconut Community( ICC).",https://www.newsonair.gov.in/world-coconut-day-keralas-coconut-development-board-announces-increased-financial-aid-for-farmers/
177,Akashwani,03-07-2026,Union Minister Shivraj Singh Chouhan inaugurates National Stakeholders Meet on Coconut Promotion Scheme in Chennai,"Union Minister Shivraj Singh Chouhan inaugurates National Stakeholders Meet on Coconut Promotion Scheme in Chennai
 Union Minister for Agriculture Shivraj Singh Chouhan today inaugurated the National Stakeholders meet on the Coconut Promotion Scheme and interacted with the farmers at the Indian Institute of Technology–Madras Research Park, Chennai, Tamil Nadu.
 In his speech, the Minister said that the Coconut promotion scheme envisaged a holistic and integrated approach to address key structural challenges in the sector, including declining productivity, ageing and senile plantations, pest and disease incidence, shortage of quality planting material and limited value addition.
 He said that major interventions proposed under the scheme included large-scale production of quality coconut seedlings, expansion of coconut cultivation in potential areas, phased replanting and rejuvenation of senile and unproductive gardens, adoption of holistic crop health management practices, and establishment of integrated coconut processing units to strengthen value addition and exports.
 During the meet, State Governments presented state-wise strategies and interventions, followed by interactive sessions with farmers, FPOs, researchers and entrepreneurs, providing a platform for grassroots feedback, experience sharing and policy refinement. The event was aimed to build national consensus and foster Centre -State convergence and mobilising stakeholder participation for the successful rollout of the Coconut Promotion Scheme with the larger vision of transforming India into a global leader in coconut and coir product exports by the 2030s while ensuring higher incomes, sustainability and resilience for coconut farmers. Over a thousand farmers, farmer producer organisations, researchers, entrepreneurs and policy stakeholders participated in the conference.",https://www.newsonair.gov.in/union-minister-shivraj-singh-chouhan-inaugurates-national-stakeholders-meet-on-coconut-promotion-scheme-in-chennai/
178,Akashwani,02/21/2025,"India expands Agri exports; 1st ever Shipments of Pomegranates, Dragon Fruit & More Reach Global Markets","India’s agricultural exports have seen unprecedented expansion, with many products making their way to international markets for the first time. This expansion is empowering farmers, boosting rural incomes, and putting India’s rich agricultural heritage on the global map. Our correspondent reports that from exotic fruits to traditional staples, these first-ever shipments highlight the government’s vision for Aatmanirbhar Bharat by creating new opportunities for Indian farmers.
 In a significant milestone for the country’s agricultural exports, India successfully sent the first-ever shipments of premium Sangola and Bhagwa pomegranates to Australia. The fibre and mineral-rich dragon fruit was also exported to London and Bahrain. In a major boost to India’s rice exports potential, the first consignment of red rice was sent to the USA.
 Besides, for the North Eastern Region of the country, the first-ever shipment of Burmese grapes, known as ‘leteku’ in Assamese, was sent from Guwahati to Dubai through Delhi. This export put Assam’s exotic produce on the global map, proving the potential of India’s northeastern states in international trade. The country also provided a taste of its indigenously grown jackfruit to Germany after the first shipment of the fruit was exported from Tripura to Germany by air route.
 Further, the Purandar figs, widely regarded for their taste and texture, also paved their way to Europe in a first-ever shipment sent to Poland.",https://www.newsonair.gov.in/india-expands-agri-exports-1st-ever-shipments-of-pomegranates-dragon-fruit-more-reach-global-markets/
179,Akashwani,02/21/2025,India expands agricultural exports: First-ever shipments of pomegranates to Australia,"India’s agricultural exports have seen unprecedented expansion, with many products making their way to international markets for the first time. This expansion is empowering farmers, boosting rural incomes, and putting India’s rich agricultural heritage on the global map.
 In a significant milestone for the country’s agricultural exports, India successfully sent the first-ever shipments of premium Sangola and Bhagwa pomegranates to Australia. The fibre and mineral-rich dragon fruit were also exported to London and Bahrain. In a major boost to India’s rice export potential, the first consignment of red rice was sent to the USA. Our correspondent reports that from exotic fruits to traditional staples, these first-ever shipments highlight the government’s vision for Aatmanirbhar Bharat by creating new opportunities for Indian farmers.",https://www.newsonair.gov.in/india-expands-agricultural-exports-first-ever-shipments-of-pomegranates-to-australia/
180,Akashwani,04/19/2025,APEDA Facilitates First Commercial Sea Shipment of Indian Pomegranates to USA,"Agricultural and Processed Food Products Export Development Authority (APEDA) has facilitated the first commercial sea shipment of Indian pomegranates from Maharashtra to USA.
 The Ministry of Commerce and Industry in a statement today said that the inaugural sea shipment of 4,620 boxes of Indian Bhagwa variety of Pomegranates, weighing approximately 14 tons reached the U.S. East Coast in the second week of March, well within five weeks of the point of departure. The Ministry described it as a significant milestone for India’s Fresh Fruits exports.
 After India had been granted market access by USA for Pomegranates, during the season in 2023, APEDA in collaboration with United States Department of Agriculture’s Animal and Plant Health Inspection Service, National Plant Protection Organization and National Research Centre for Pomegranate, Solapur successfully conducted the trial shipment of Pomegranate to USA by air.
 Owing to the success of the static trial to enhance the shelf life of Pomegranates for up to 60 days by APEDA in collaboration with ICAR-National Research Centre for Pomegranate, India had successfully flagged off its first trial commercial sea shipment of Pomegranates.",https://www.newsonair.gov.in/apeda-facilitates-first-commercial-sea-shipment-of-indian-pomegranates-to-usa/
181,Akashwani,10-06-2025,Union Minister Shivraj Singh Chouhan Orders Probe into Pomegranate Crop Damage in Rajasthan,"Union Minister for Agriculture and Farmers’ Welfare Shivraj Singh Chouhan has ordered an immediate study to identify the cause of damage to pomegranate crops in Balotra district and adjoining pomegranate-growing regions of Rajasthan. Mr Chouhan took cognisance of the reports and complaints regarding damage to the crops caused by various diseases, including the ‘Tikri’ disease.
 Ministry of Agriculture and Farmers’ Welfare has instructed the Director General of the Indian Council of Agricultural Research to deploy a special team of scientists to visit the affected areas at the earliest and assess the situation on the ground. The team will carry out a detailed study to identify the causes of the disease outbreak, review the existing management practices, and examine the techniques being adopted by farmers for pomegranate cultivation. Mr Chouhan stated that a comprehensive action plan will be prepared based on the findings of the ICAR scientific team.
 The plan will include measures for pruning, disease management, optimal use of fertilisers and pesticides, and the promotion of modern horticultural practices to restore crop health and prevent recurrence. The Minister assured that affected farmers will receive full technical support and training to enhance pomegranate quality and disease management.
 Mr Chouhan reiterated the government’s commitment to ensuring that farmers’ problems are resolved promptly and that their productivity and income see sustained improvement through collective and scientific action.",https://www.newsonair.gov.in/union-minister-shivraj-singh-chouhan-orders-probe-into-pomegranate-crop-damage-in-rajasthan/
182,Akashwani,01/16/2026,Himachal CM Urges Centre to Impose 100% Import Duty on Apples,"Himachal Pradesh Chief Minister Sukhvinder Singh Sukhu has urged the Centre to impose a 100 percent import duty on apples to protect the interests of apple growers in the state. During a meeting with Union Finance Minister Nirmala Sitharaman in New Delhi yesterday, he apprised her of the heavy losses being suffered by apple growers due to the rising import of foreign apples.
 The Chief Minister demanded that apples be included in a special category to safeguard the interests of nearly 2.5 lakh apple growers in the state and to provide protection to local farmers from international competition. He said that apple production generates annual revenue of about 4,500 crore rupee, accounting nearly 80 percent of the state’s total fruit production.
 Expressing concern over the Free Trade Agreement with New Zealand, the Chief Minister said that apple imports from the country have increased two-and-a-half times over the past decade. He pointed out that the 25 percent duty concession on New Zealand apples from April to August has led to a fall in prices of Himachal apples stored in cold storages, severely affecting the off-season trade.
 The Chief Minister also urged the Centre to create a separate Green Fund for hill states with a provision of 50,000 crore rupees. He also asked for redefining the parameters of the Disaster Risk Index developed by the 15th Finance Commission and demanded a separate DRI and dedicated allocation for Himachal Pradesh.
 During the meeting, he also requested Union Minister for Health and Family Welfare and Chemicals and Fertilizers, Jagat Prakash Nadda, to take up issues related to the state’s projects and to support Himachal’s interests. He sought the Centre’s cooperation for projects related to the development of health infrastructure, including support under the Ayushman Bharat scheme. Mr. Nadda assured Chief Minister Sukhvinder Singh Sukhu of all possible assistance.",https://www.newsonair.gov.in/himachal-cm-urges-centre-to-impose-100-import-duty-on-apples/
183,Akashwani,06/30/2024,PM Modi lauds efforts of tribal cooperative groups instrumental in supporting local tribal people engaged in coffee plantations,"In today’s edition of his ‘Mann ki Baat’ program, Prime Minister Narendra Modi praised the unique and exceptional Araku Coffee, highlighting its journey from the tribal heartlands of India to global recognition. Araku Coffee, cultivated by tribal communities in the beautiful Araku Valley of Andhra Pradesh and Alluri Sitaramaraju district, has garnered numerous awards and international acclaim for its distinctive taste and quality.
 The Prime Minister lauded the efforts of tribal cooperative groups that have been instrumental in supporting the local tribal people engaged in coffee plantations. Araku coffee is produced by tribal farmers in the region, who use organic farming methods. These farmers work hard to cultivate the coffee beans without any chemical fertilizers or pesticides. This dedication to natural farming results in a rich, aromatic coffee that is enjoyed by people around the world. The international community has recognized Araku Coffee with several prestigious awards, further solidifying its status as a premium coffee brand. Its growing reputation was underscored when it was selected as a special gift for G-20 delegates, showcasing the best of India’s agricultural heritage and the potential of its tribal communities.
 The tribals of Araku Valley and across Alluri Sitaramaraju district are elated with the Prime Minister’s recognition and mention of Araku Coffee. This acknowledgement not only highlights their global success but also brings attention to the remarkable contributions of India’s tribal communities.",https://www.newsonair.gov.in/pm-modi-lauds-efforts-of-tribal-cooperative-groups-instrumental-in-supporting-local-tribal-people-engaged-in-coffee-plantations/
184,Akashwani,10-01-2025,Commerce Secretary Rajesh Agrawal Inaugurates Coffee Experience Zone on International Coffee Day,"Commerce Secretary Rajesh Agrawal today inaugurated the Coffee Experience Zone and Expo organized by the Coffee Board on the occasion of International Coffee Day. Speaking on the occasion, the Commerce Secretary highlighted that Indian coffee is sustainable and is grown in conjunction with forests. He noted that coffee exports from India have doubled in recent years. Mr Agrawal further stated that with a fast-rising middle class, increased domestic consumption of coffee is only a matter of time. He further underlined the need to continue innovating and adding value, pointing out that Indiahas immense opportunities to innovate with coffee being a land of spices. The event coincides with the implementation of the India-EFTA Trade and Economic Partnership Agreement (TEPA), which provides new opportunities for Indian coffee to access premium markets in Switzerland, Norway and Ice",https://www.newsonair.gov.in/commerce-secretary-rajesh-agrawal-inaugurates-coffee-experience-zone-on-international-coffee-day/
185,Akashwani,02/18/2026,Coffee sector hails interim trade agreement between India and United States of America,"The coffee sector has hailed the interim trade agreement between India and the United States of America. Talking to Akashvani News, Bengaluru-based coffee roaster Srikanth Rao said that the deal will increase investment in the coffee sector. He added that the reduction in tariffs will boost exports, providing long-term benefits for the farmers involved in this sector.",https://www.newsonair.gov.in/coffee-sector-hails-interim-trade-agreement-between-india-and-united-states-of-america/
186,Akashwani,01/20/2025,India becomes 7th largest producer in the world,"India is now the seventh-largest coffee producer globally, with exports reaching 1.29 billion dollars in the last financial year. The Commerce and Industry Ministry said in a release that this is nearly double the 719 million dollars worth of exports in 2020-21. The Ministry also highlighted that in the first half of this month, India exported over 9,300 tonnes of coffee, with top buyers including Italy, Belgium, and Russia. It added that while India primarily exports unroasted coffee beans, there is a growing demand for value-added products like roasted and instant coffee, further fueling the export boom. Meanwhile, Karnataka leads in coffee production, contributing 248,000 metric tonnes in 2022-23, followed by Kerala and Tamil Nadu. Talking about domestic consumption, the Ministry said that it has increased from 84,000 tonnes in 2012 to 91,000 tonnes in 2023. This is attributed to the rise of café culture, higher disposable incomes, and a growing preference for coffee over tea in India.",https://www.newsonair.gov.in/india-becomes-7th-largest-producer-in-the-world/
187,Akashwani,11-05-2024,Demand for Nepali tea and Coffee Rises in the International Market,"The demand for Nepali tea and coffee in the international market has been steadily rising. According to the National Tea and Coffee Development Board, 77 metric tons of coffee were exported during the fiscal year 2022-23, an increase from 72 metric tons worth Rs 96 million exported in the previous fiscal year. The Board is currently gathering data for the fiscal year 2023-24.
 On the import side, coffee imports during the fiscal year 2021-22 totalled 450 metric tons valued at Rs 320 million, but this decreased significantly in the following year, amounting to Rs 100 million around Rs 220 million less than the previous year. Currently, coffee is cultivated across 3,659 hectares of land, with around 33,000 farmers involved in the production. The international demand for coffee stands at around 14,000 metric tons. Nepal primarily grows Arabica coffee cultivated in the mid-hill regions, benefiting from ideal growing conditions such as rich soil",https://www.newsonair.gov.in/demand-for-nepali-tea-and-coffee-rises-in-the-international-market/
